,text_raw,text_clean
85,Anything you want me to be; ecstatic sexual bliss - I feel so bad I'll even endure that.,anything you want me to be ecstatic sexual bliss i feel so bad i will even endure that
86,What the hell.,what the hell
87,"What difference does it make?""",what difference doe it make
88,"""I'll dial for both of us, Rick said, and led her back into the bedroom.",i will dial for both of us rick say and lead her back into the bedroom
89,"There, at her console, he dialed 594: pleased acknowledgment of husband's superior wisdom in all matters.",there at her console he dial please acknowledgment of husband s superior wisdom in all matter
90,"On his own console he dialed for a creative and fresh attitude toward his job, although this he hardly needed; such was his habitual, innate approach without recourse to Penfield artificial brain stimulation.",on his own console he dial for a creative and fresh attitude toward his job although this he hardly need such be his habitual innate approach without recourse to penfield artificial brain stimulation
91,"After a hurried breakfast - he had lost time due to the discussion with his wife - he ascended clad for venturing out, including his Ajax model Mountibank Lead Codpiece, to the covered roof pasture whereon his electric sheep ""grazed.""",after a hurry breakfast he have lose time due to the discussion with his wife he ascend clothe for venture out include his ajax model mountibank lead codpiece to the cover roof pasture whereon his electric sheep graze
92,"Whereon it, sophisticated piece of hardware that it was, chomped away in simulated contentment, bamboozling the other tenants of the building.",whereon it sophisticate piece of hardware that it be chomp away in simulate contentment bamboozle the other tenant of the build
93,"Of course, some of their animals undoubtedly consisted of electronic circuitry fakes, too; he had of course never nosed into the matter, any more than they, his neighbors, had pried into the real workings of his sheep.",of course some of their animal undoubtedly consist of electronic circuitry fake too he have of course never nose into the matt any much than they his neighbor have pry into the real working of his sheep
94,Nothing could be more impolite.,nothing can be much impolite
95,"To say, ""Is your sheep genuine?""",to say be your sheep genuine
96,"would be a worse breach of manners than to inquire whether a citizen's teeth, hair, or internal organs would test out authentic.",would be a wrong breach of manner than to inquire whether a citizen s tooth hair or internal organ would test out authentic
97,"The morning air, spilling over with radioactive motes, gray and sun - beclouding, belched about him, haunting his nose; fie sniffed involuntarily the taint of death.",the morning air spill over with radioactive motes gray and sun beclouding belch about him haunt his nose fie sniff involuntarily the taint of death
98,"Well, that was too strong a description for it, he decided as he made his way to the particular plot of sod which he owned along with the unduly large apartment below.",good that be too strong a description for it he decide a he make his way to the particular plot of sod which he own along with the unduly large apartment below
99,"The legacy of World War Terminus had diminished in potency; those who could not survive the dust had passed into oblivion years ago, and the dust, weaker now and confronting the strong survivors, only deranged minds and genetic properties.",the legacy of world war terminus have diminish in potency that who can not survive the dust have pass into oblivion year ago and the dust weak now and confront the strong survivor only derange mind and genetic property
100,"Despite his lead codpiece the dust - undoubtedly - filtered in and at him, brought him daily, so long as he failed to emigrate, its little load of befouling filth.",despite his lead codpiece the dust undoubtedly filter in and at him bring him daily so long a he fail to emigrate its little load of befouling filth
101,"So far, medical checkups taken monthly confirmed him as a regular: a man who could reproduce within the tolerances set by law.",so far medical checkup take monthly confirm him a a regular a man who can reproduce within the tolerance set by law
102,"Any month, however, the exam by the San Francisco Police Department doctors could reveal otherwise.",any month however the exam by the san francisco police department doctor can reveal otherwise
103,"Continually, new specials came into existence, created out of regulars by the omnipresent dust.",continually new special come into existence create out of regular by the omnipresent dust
104,"The saying currently blabbed by posters, TV ads, and government junk mail, ran: ""Emigrate or degenerate!",the say currently blab by poster tv ad and government junk mail run emigrate or degenerate
105,"The choice is yours! """,the choice be yours
106,"Very true, Rick thought as he opened the gate to his little pasture and approached his electric sheep.",very true rick think a he open the gate to his little pasture and approach his electric sheep
107,"But I can't emigrate, he said to himself.",but i can not emigrate he say to himself
108,Because of my job.,because of my job
109,"The owner of the adjoining pasture, his conapt neighbor Bill Barbour, hailed him; he, like Rick, had dressed for work but had stopped off on the way to check his animal, too.",the owner of the adjoin pasture his conapt neighbor bill barbour hail him he like rick have dress for work but have stop off on the way to check his animal too
110,"""My horse,"" Barbour declared beamingly, ""is pregnant.""",my horse barbour declare beamingly be pregnant
111,"He indicated the big Percheron, which stood staring off in an empty fashion into space.",he indicate the big percheron which stand stare off in a empty fashion into space
112,"""What do you say to that?""",what do you say to that
113,"""I say pretty soon you'll have two horses,"" Rick said.",i say pretty soon you will have two horse rick say
114,"He had reached his sheep, now; it lay ruminating, its alert eyes fixed on him in case he had brought any rolled oats with him.",he have reach his sheep now it lie ruminate its alert eye fix on him in case he have bring any roll oat with him
115,The alleged sheep contained an oat-tropic circuit; at the sight of such cereals it would scramble up convincingly and amble over.,the allege sheep contain a oat tropic circuit at the sight of such cereal it would scramble up convincingly and amble over
116,"""What's she pregnant by?""",what be she pregnant by
117,he asked Barbour.,he ask barbour
118,"""The wind?""",the wind
119,"""I bought some of the highest quality fertilizing plasma available in California,"" Barbour informed him.",i buy some of the high quality fertilize plasma available in california barbour inform him
120,"""Through inside contacts I have with the State Animal Husbandry Board.",through inside contact i have with the state animal husbandry board
121,Don't you remember last week when their inspector was out here examining Judy?,do not you remember last week when their inspector be out here examine judy
122,"They're eager to have her foal; she's an unmatched superior.""",they be eager to have her foal she be a unmatched superior
123,Barbour thumped his horse fondly on the neck and she inclined her head toward him.,barbour thump his horse fondly on the neck and she incline her head toward him
124,"""Ever thought of selling your horse?""",ever think of sell your horse
125,Rick asked.,rick ask
126,"He wished to god he had a horse, in fact any animal.",he wish to god he have a horse in fact any animal
127,Owning and maintaining a fraud had a way of gradually demoralizing one.,own and maintain a fraud have a way of gradually demoralize one
128,"And yet from a social standpoint it had to be done, given the absence of the real article.",and yet from a social standpoint it have to be do give the absence of the real article
129,He had therefore no choice except to continue.,he have therefore no choice except to continue
130,"Even were he not to care himself, there remained his wife, and Iran did care.",even be he not to care himself there remain his wife and iran do care
131,Very much.,very much
132,"Barbour said, ""It would be immoral to sell my horse.""",barbour say it would be immoral to sell my horse
133,"""Sell the colt, then.",sell the colt then
134,"Having two animals is more immoral than not having any.""",have two animal be much immoral than not have any
135,"Puzzled, Barbour said, ""How do you mean?",puzzle barbour say how do you mean
136,"A lot of people have two animals, even three, four, and like in the case of Fred Washborne, who owns the algae-processing plant my brother works at, even five.",a lot of people have two animal even three four and like in the case of fred washborne who own the alga process plant my brother work at even five
137,Didn't you see that article about his duck in yesterday's Chronicle?,do not you see that article about his duck in yesterday s chronicle
138,"It's supposed to be the heaviest, largest Moscovy on the West Coast.""",it be suppose to be the heavy large moscovy on the west coast
139,"The man's eyes glazed over, imagining such possessions; he drifted by degrees into a trance.",the man s eye glaze over imagine such possession he drift by degree into a trance
140,"Exploring about in his coat pockets, Rick found his creased, much-studied copy of Sidney's Animal & Fowl Catalogue January supplement.",explore about in his coat pocket rick find his crease much study copy of sidney s animal fowl catalogue january supplement
141,"He looked in the index, found colts (vide horses,",he look in the index find colt vide horse
142,offsp.,offsp
143,) and presently had the prevailing national price.,and presently have the prevail national price
144,"""I can buy a Percheron colt from Sidney's for five thousand dollars,"" he said aloud.",i can buy a percheron colt from sidney s for five thousand dollar he say aloud
145,"""No you can't,"" Barbour said.",no you can not barbour say
146,"""Look at the listing again; it's in italics.",look at the list again it be in italics
147,"That means they don't have any in stock, but that would be the price if they did have.""",that mean they do not have any in stock but that would be the price if they do have
148,"""Suppose,"" Rick said, ""I pay you five hundred dollars a month for ten months.",suppose rick say i pay you five hundred dollar a month for ten month
149,"Full catalogue value.""",full catalogue value
150,"Pityingly, Barbour said, ""Deckard, you don't understand about horses; there's a reason why Sidney's doesn't have any Percheron colts in stock.",pityingly barbour say deckard you do not understand about horse there be a reason why sidney s doe not have any percheron colt in stock
151,"Percheron colts just don't change hands - at catalogue value, even.",percheron colt just do not change hand at catalogue value even
152,"They're too scarce, even relatively inferior ones.""",they be too scarce even relatively inferior one
153,"He leaned across their common fence, gesticulating.",he lean across their common fence gesticulate
154,"""I've had Judy for three years and not in all that time have I seen a Percheron mare of her quality.",i have have judy for three year and not in all that time have i see a percheron mare of her quality
155,"To acquire her I had to fly to Canada, and I personally drove her back here myself to make sure she wasn't stolen.",to acquire her i have to fly to canada and i personally drive her back here myself to make sure she be not steal
156,You bring an animal like this anywhere around Colorado or Wyoming and they'll knock you off to get hold of it.,you bring a animal like this anywhere around colorado or wyoming and they will knock you off to get hold of it
157,You know why?,you know why
158,Because back before W.W.T.,because back before w w t
159,"there existed literally hundreds - """,there exist literally hundred
160,"""But,"" Rick interrupted, ""for you to have two horses and me none, that violates the whole basic theological and moral structure of Mercerism.""",but rick interrupt for you to have two horse and me none that violate the whole basic theological and moral structure of mercerism
161,"""You have your sheep; hell, you can follow the Ascent in your individual life, and when you grasp the two handles of empathy you approach honorably.",you have your sheep hell you can follow the ascent in your individual life and when you grasp the two handle of empathy you approach honorably
162,"Now if you didn't have that old sheep, there, I'd see some logic in your position.",now if you do not have that old sheep there i would see some logic in your position
163,"Sure, if I had two animals and you didn't have any, I'd be helping deprive you of true fusion with Mercer.",sure if i have two animal and you do not have any i would be help deprive you of true fusion with mercer
164,"But every family in this building - let's see; around fifty: one to every three apts, as I compute it - every one of us has an animal of some sort.",but every family in this build let us see around fifty one to every three apts a i compute it every one of us have a animal of some sort
165,"Graveson has that chicken over there.""",graveson have that chicken over there
166,He gestured north.,he gesture north
167,"""Oakes and his wife have that big red dog that barks in the night.""",oakes and his wife have that big red dog that bark in the night
168,He pondered.,he ponder
169,"""I think Ed Smith has a cat down in his apt; - at least he says so, but no one's ever seen it.",i think ed smith have a cat down in his apt at little he say so but no one s ever see it
170,"Possibly he's just pretending.""",possibly he be just pretend
171,"Going over to his sheep, Rick bent down, searching in the thick white wool - the fleece at least was genuine - until he found what he was looking for: the concealed control panel of the mechanism.",go over to his sheep rick bend down search in the thick white wool the fleece at little be genuine until he find what he be look for the conceal control panel of the mechanism
172,"As Barbour watched he snapped open the panel covering, revealing it.",a barbour watch he snap open the panel cover reveal it
173,"""See?""",see
174,he said to Barbour.,he say to barbour
175,"""You understand now why I want your colt so badly?""",you understand now why i want your colt so badly
176,"After an interval Barbour said, ""You poor guy.",after a interval barbour say you poor guy
177,"Has it always been this way?""",have it always be this way
178,"""No,"" Rick said, once again closing the panel covering of his electric sheep; he straightened up, turned, and faced his neighbor.",no rick say once again close the panel cover of his electric sheep he straighten up turn and face his neighbor
179,"""I had a real sheep, originally.",i have a real sheep originally
180,My wife's father gave it to us outright when he emigrated.,my wife s father give it to us outright when he emigrate
181,"Then, about a year ago, remember that time I took it to the vet - you were up here that morning when I came out and found it lying on its side and it couldn't get up.""",then about a year ago remember that time i take it to the vet you be up here that morning when i come out and find it lie on its side and it can not get up
182,"""You got it to its feet,"" Barbour said, remembering and nodding.",you get it to its foot barbour say remember and nod
183,"""Yeah, you managed to lift it up but then after a minute or two of walking around it fell over again.""",yes you manage to lift it up but then after a minute or two of walk around it fall over again
184,"Rick said, ""Sheep get strange diseases.",rick say sheep get strange disease
185,"Or put another way, sheep get a lot of diseases but the symptoms are always the same; the sheep can't get up and there's no way to tell how serious it is, whether it's a sprained leg or the animal's dying of tetanus.",or put another way sheep get a lot of disease but the symptom be always the same the sheep can not get up and there be no way to tell how serious it be whether it be a sprain leg or the animal s dye of tetanus
186,"That's what mine died of; tetanus.""",that be what mine die of tetanus
187,"""Up here?""",up here
188,Barbour said.,barbour say
189,"""On the roof?""",on the roof
190,"""The hay,"" Rick explained.",the hay rick explain
191,"""That one time I didn't get all the wire off the bale; I left a piece and Groucho - that's what I called him, then - got a scratch and in that way contracted tetanus.",that one time i do not get all the wire off the bale i leave a piece and groucho that be what i call him then get a scratch and in that way contract tetanus
192,"I took him to the vet's and he died, and I thought about it, and finally I called one of those shops that manufacture artificial animals and I showed them a photograph of Groucho.",i take him to the vet s and he die and i think about it and finally i call one of that shop that manufacture artificial animal and i show them a photograph of groucho
193,"They made this.""",they make this
194,"He indicated the reclining ersatz animal, which continued to ruminate attentively, still watching alertly for any indication of oats.",he indicate the recline ersatz animal which continue to ruminate attentively still watch alertly for any indication of oat
195,"""It's a premium job.",it be a premium job
196,And I've put as much time and attention into caring for it as I did when it was real.,and i have put a much time and attention into care for it a i do when it be real
197,"But - """,but
198,He shrugged.,he shrug
199,"""It's not the same,"" Barbour finished.",it be not the same barbour finish
200,"""But almost.",but almost
201,You feel the same doing it; you have to keep your eye on it exactly as you did when it was really alive.,you feel the same do it you have to keep your eye on it exactly a you do when it be really alive
202,Because they break down and then everyone in the building knows.,because they break down and then everyone in the build know
203,"I've had it at the repair shop six times, mostly little malfunctions, but if anyone saw them - for instance one time the voice tape broke or anyhow got fouled and it wouldn't stop baaing - they'd recognize it as a mechanical breakdown.""",i have have it at the repair shop six time mostly little malfunction but if anyone see them for instance one time the voice tape break or anyhow get foul and it would not stop baaing they would recognize it a a mechanical breakdown
204,"He added, ""The repair outfit's truck is of course marked 'animal hospital something.'",he add the repair outfit s truck be of course mark animal hospital something
205,"And the driver dresses like a vet, completely in white.""",and the driver dress like a vet completely in white
206,"He glanced suddenly at his watch, remembering the time.",he glance suddenly at his watch remember the time
207,"""I have to get to work,"" he said to Barbour.",i have to get to work he say to barbour
208,"""I'll see you this evening.""",i will see you this even
209,"As he started toward his car Barbour called after him hurriedly, ""Um, I won't say anything to anybody here in the building.""",a he start toward his car barbour call after him hurriedly um i will not say anything to anybody here in the build
210,"Pausing, Rick started to say thanks.",pause rick start to say thank
211,"But then something of the despair that Iran had been talking about tapped him on the shoulder and he said, ""I don't know; maybe it doesn't make any difference.""",but then something of the despair that iran have be talk about tap him on the shoulder and he say i do not know maybe it doe not make any difference
212,"""But they'll look down on you.",but they will look down on you
213,"Not all of them, but some.",not all of them but some
214,You know how people are about not taking care of an animal; they consider it immoral and anti-empathic.,you know how people be about not take care of a animal they consider it immoral and anti empathic
215,"I mean, technically it's not a crime like it was right after W.W.T.",i mean technically it be not a crime like it be right after w w t
216,"but the feeling's still there.""",but the feel s still there
217,"""God,"" Rick said futilely, and gestured empty-handed.",god rick say futilely and gesture empty hand
218,"""I want to have an animal; I keep trying to buy one.",i want to have a animal i keep try to buy one
219,"But on my salary, on what a city employee makes - """,but on my salary on what a city employee make
220,"If, he thought, I could get lucky in my work again.",if he think i can get lucky in my work again
221,As I did two years ago when I managed to bag four andys during one month.,a i do two year ago when i manage to bag four andys during one month
222,"If I had known then, he thought, that Groucho was going to die .",if i have know then he think that groucho be go to die
223,. . but that had been before the tetanus.,but that have be before the tetanus
224,"Before the two-inch piece of broken, hypodermic-like baling wire.",before the two inch piece of break hypodermic like bale wire
225,"""You could buy a cat,"" Barbour offered.",you can buy a cat barbour offer
226,"""Cats are cheap; look in your Sidney's catalogue.""",cat be cheap look in your sidney s catalogue
227,"Rick said quietly, ""I don't want a domestic pet.",rick say quietly i do not want a domestic pet
228,"I want what I originally had, a large animal.",i want what i originally have a large animal
229,"A sheep or if I can get the money a cow or a steer or what you have; a horse.""",a sheep or if i can get the money a cow or a steer or what you have a horse
230,"The bounty from retiring five andys would do it, he realized.",the bounty from retire five andys would do it he realize
231,"A thousand dollars apiece, over and above my salary.",a thousand dollar apiece over and above my salary
232,"Then somewhere I could find, from someone, what I want.",then somewhere i can find from someone what i want
233,Even if the listing in Sidney's Animal & Fowl is in italics.,even if the list in sidney s animal fowl be in italics
234,"Five thousand dollars - but, he thought, the five andys first have to make their way to Earth from one of the colony planets; I can't control that, I can't make five of them come here, and even if I could there are other bounty hunters with other police agencies throughout the world.",five thousand dollar but he think the five andys ﻿1 have to make their way to earth from one of the colony planet i can not control that i can not make five of them come here and even if i can there be other bounty hunter with other police agency throughout the world
235,"The andys would specifically have to take up residence in Northern California, and the senior bounty hunter in this area, Dave Holden, would have to die or retire.",the andys would specifically have to take up residence in northern california and the senior bounty hunter in this area dave holden would have to die or retire
236,"""Buy a cricket,"" Barbour suggested wittily.",buy a cricket barbour suggest wittily
237,"""Or a mouse.",or a mouse
238,"Hey, for twenty-five bucks you can buy a full-grown mouse.""",hey for twenty five buck you can buy a full grow mouse
239,"Rick said, ""Your horse could die, like Groucho died, without warning.",rick say your horse can die like groucho die without warn
240,"When you get home from work this evening you could find her laid out on her back, her feet in the air, like a bug.",when you get home from work this even you can find her lay out on her back her foot in the air like a bug
241,"Like what you said, a cricket.""",like what you say a cricket
242,"He strode off, car key in his hand.",he stride off car key in his hand
243,"""Sorry if I offended you,"" Barbour said nervously.",sorry if i offend you barbour say nervously
244,In silence Rick Deckard plucked open the door of his hovercar.,in silence rick deckard pluck open the door of his hovercar
245,"He had nothing further to say to his neighbor; his mind was on his work, on the day ahead.",he have nothing far to say to his neighbor his mind be on his work on the day ahead
246,"In a giant, empty, decaying building which had once housed thousands, a single TV set hawked its wares to an uninhabited room.",in a giant empty decay build which have once house thousand a single tv set hawk its ware to a uninhabited room
247,"This ownerless ruin had, before World War Terminus, been tended and maintained.",this ownerless ruin have before world war terminus be tend and maintain
248,"Here had been the suburbs of San Francisco, a short ride by monorail rapid transit; the entire peninsula had chattered like a bird tree with life and opinions and complaints, and now the watchful owners had either died or migrated to a colony world.",here have be the suburb of san francisco a short ride by monorail rapid transit the entire peninsula have chatter like a bird tree with life and opinion and complaint and now the watchful owner have either die or migrate to a colony world
249,"Mostly the former; it had been a costly war despite the valiant predictions of the Pentagon and its smug scientific vassel, the Rand Corporation - which had, in fact, existed not far from this spot.",mostly the former it have be a costly war despite the valiant prediction of the pentagon and its smug scientific vassel the rand corporation which have in fact exist not far from this spot
250,"Like the apartment owners, the corporation had departed, evidently for good.",like the apartment owner the corporation have depart evidently for good
251,No one missed it.,no one miss it
252,"In addition, no one today remembered why the war had come about or who, if anyone, had won.",in addition no one today remember why the war have come about or who if anyone have win
253,"The dust which had contaminated most of the planet's surface had originated in no country and no one, even the wartime enemy, had planned on it.",the dust which have contaminate much of the planet s surface have originate in no country and no one even the wartime enemy have plan on it
254,"First, strangely, the owls had died.",﻿1 strangely the owl have die
255,"At the time it had seemed almost funny, the fat, fluffy white birds lying here and there, in yards and on streets; coming out no earlier than twilight as they had while alive the owls escaped notice.",at the time it have seem almost funny the fat fluffy white bird lie here and there in yard and on street come out no early than twilight a they have while alive the owl escape notice
256,"Medieval plagues had manifested themselves in a similar way, in the form of many dead rats.",medieval plague have manifest themselves in a similar way in the form of many dead rat
257,"This plague, however, had descended from above.",this plague however have descend from above
258,"After the owls, of course, the other birds followed, but by then the mystery had been grasped and understood.",after the owl of course the other bird follow but by then the mystery have be grasp and understand
259,A meager colonization program had been underway before the war but now that the sun had ceased to shine on Earth the colonization entered an entirely new phase.,a meager colonization program have be underway before the war but now that the sun have cease to shine on earth the colonization enter a entirely new phase
