,text_raw,text_clean
18,"Notions of biological race being scientifically discredited, the twenty-five were designed to cover a range of ethnicities.",notion of biological race be scientifically discredit the twenty five be design to cover a range of ethnicity
19,"There were rumours, then complaints, that the Arab could not be told apart from the Jew.",there be rumour then complaint that the arab can not be tell apart from the jew
20,Random programming as well as life experience would grant to all complete latitude in sexual preference.,random programme a good a life experience would grant to all complete latitude in sexual preference
21,"By the end of the first week, all the Eves sold out.",by the end of the ﻿1 week all the eve sell out
22,"At a careless glance, I might have taken my Adam for a Turk or a Greek.",at a careless glance i may have take my adam for a turk or a greek
23,"He weighed 170 pounds, so I had to ask my upstairs neighbour, Miranda, to help me carry him in from the street on the disposable stretcher that came with the purchase.",he weigh pound so i have to ask my upstairs neighbour miranda to help me carry him in from the street on the disposable stretcher that come with the purchase
24,"While his batteries began to charge, I made us coffee, then scrolled through the 470-page online handbook.",while his battery begin to charge i make us coffee then scroll through the page online handbook
25,Its language was mostly clear and precise.,its language be mostly clear and precise
26,But Adam was created across different agencies and in places the instructions had the charm of a nonsense poem.,but adam be create across different agency and in place the instruction have the charm of a nonsense poem
27,"""Unreveal upside of B347k vest to gain carefree emoticon with motherboard output to attenuate mood-swing penumbra.""",unreveal upside of b347k vest to gain carefree emoticon with motherboard output to attenuate mood swing penumbra
28,"At last, with cardboard and polystyrene wrapping strewn around his ankles, he sat naked at my tiny dining table, eyes closed, a black power line trailing from the entry point in his umbilicus to a thirteen-amp socket in the wall.",at last with cardboard and polystyrene wrap strew around his ankle he sit naked at my tiny dine table eye close a black power line trail from the entry point in his umbilicus to a thirteen amp socket in the wall
29,It would take sixteen hours to fire him up.,it would take sixteen hour to fire him up
30,Then sessions of download updates and personal preferences.,then session of download update and personal preference
31,"I wanted him now, and so did Miranda.",i want him now and so do miranda
32,"Like eager young parents, we were avid for his first words.",like eager young parent we be avid for his ﻿1 word
33,There was no loudspeaker cheaply buried in his chest.,there be no loudspeaker cheaply bury in his chest
34,"We knew from the excited publicity that he formed sounds with breath, tongue, teeth and palate.",we know from the excite publicity that he form sound with breath tongue tooth and palate
35,Already his lifelike skin was warm to the touch and as smooth as a child's.,already his lifelike skin be warm to the touch and a smooth a a child s
36,Miranda claimed to see his eyelashes flicker.,miranda claim to see his eyelash flicker
37,"I was certain she was seeing vibrations from the Tube trains rolling a hundred feet below us, but I said nothing.",i be certain she be see vibration from the tube train roll a hundred foot below us but i say nothing
38,Adam was not a sex toy.,adam be not a sex toy
39,"However, he was capable of sex and possessed functional mucous membranes, in the maintenance of which he consumed half a litre of water each day.",however he be capable of sex and possess functional mucous membrane in the maintenance of which he consume half a litre of water each day
40,"While he sat at the table, I observed that he was uncircumcised, fairly well endowed, with copious dark pubic hair.",while he sit at the table i observe that he be uncircumcised fairly good endow with copious dark pubic hair
41,This highly advanced model of artificial human was likely to reflect the appetites of its young creators of code.,this highly advance model of artificial human be likely to reflect the appetite of its young creator of code
42,"The Adams and Eves, it was thought, would be lively.",the adams and eve it be think would be lively
43,"He was advertised as a companion, an intellectual sparring partner, friend and factotum who could wash dishes, make beds and ""think.""",he be advertise a a companion a intellectual spar partner friend and factotum who can wash dish make bed and think
44,"Every moment of his existence, everything he heard and saw, he recorded and could retrieve.",every moment of his existence everything he hear and see he record and can retrieve
45,"He could not drive as yet and was not allowed to swim or shower or go out in the rain without an umbrella, or operate a chainsaw unsupervised.",he can not drive a yet and be not allow to swim or shower or go out in the rain without a umbrella or operate a chainsaw unsupervised
46,"As for range, thanks to breakthroughs in electrical storage, he could run seventeen kilometres in two hours without a charge or, its energy equivalent, converse non-stop for twelve days.",a for range thank to breakthrough in electrical storage he can run seventeen kilometre in two hour without a charge or its energy equivalent converse non stop for twelve day
47,He had a working life of twenty years.,he have a work life of twenty year
48,"He was compactly built, square-shouldered, dark-skinned, with thick black hair swept back; narrow in the face, with a hint of hooked nose suggestive of fierce intelligence, pensively hooded eyes, tight lips that, even as we watched, were draining of their deathly yellowish-white tint and acquiring rich human colour, perhaps even relaxing a little at the corners.",he be compactly build square shoulder dark skin with thick black hair sweep back narrow in the face with a hint of hook nose suggestive of fierce intelligence pensively hooded eye tight lip that even a we watch be drain of their deathly yellowish white tint and acquire rich human colour perhaps even relax a little at the corner
49,"Miranda said he resembled ""a docker from the Bosphorus.""",miranda say he resemble a docker from the bosphorus
50,"Before us sat the ultimate plaything, the dream of ages, the triumph of humanism--or its angel of death.",before us sit the ultimate plaything the dream of age the triumph of humanism or its angel of death
51,"Exciting beyond measure, but frustrating too.",excite beyond measure but frustrate too
52,Sixteen hours was a long time to be waiting and watching.,sixteen hour be a long time to be wait and watch
53,"I thought that for the sum I would handed over after lunch, Adam should have been charged up and ready to go.",i think that for the sum i would hand over after lunch adam should have be charge up and ready to go
54,It was a wintry late afternoon.,it be a wintry late afternoon
55,I made toast and we drank more coffee.,i make toast and we drink much coffee
56,"Miranda, a doctoral scholar of social history, said she wished the teenage Mary Shelley was here beside us, observing closely, not a monster like Frankenstein's, but this handsome dark-skinned young man coming to life.",miranda a doctoral scholar of social history say she wish the teenage mary shelley be here beside us observe closely not a monster like frankenstein s but this handsome dark skin young man come to life
57,I said that what both creatures shared was a hunger for the animating force of electricity.,i say that what both creature share be a hunger for the animate force of electricity
58,"""We share it too.""",we share it too
59,"She spoke as though she was referring only to herself and me, rather than all of electrochemically charged humanity.",she speak a though she be refer only to herself and me rather than all of electrochemically charge humanity
60,"She was twenty-two, mature for her years and ten years younger than me.",she be twenty two mature for her year and ten year young than me
61,"From a long perspective, there was not much between us.",from a long perspective there be not much between us
62,We were gloriously young.,we be gloriously young
63,But I considered myself at a different stage of life.,but i consider myself at a different stage of life
64,My formal education was far behind me.,my formal education be far behind me
65,I would suffer a series of professional and financial and personal failures.,i would suffer a series of professional and financial and personal failure
66,"I regarded myself as too hard-bitten, too cynical for a lovely young woman like Miranda.",i regard myself a too hard bite too cynical for a lovely young woman like miranda
67,"And though she was beautiful, with pale brown hair and a long thin face, and eyes that often appeared narrowed by suppressed mirth, and though in certain moods I looked at her in wonder, I would decide early on to confine her in the role of kind, neighbourly friend.",and though she be beautiful with pale brown hair and a long thin face and eye that often appear narrow by suppress mirth and though in certain mood i look at her in wonder i would decide early on to confine her in the role of kind neighbourly friend
68,We shared an entrance hall and her tiny apartment was right over mine.,we share a entrance hall and her tiny apartment be right over mine
69,We saw each other for a coffee now and then to talk about relationships and politics and all the rest.,we see each other for a coffee now and then to talk about relationship and politic and all the rest
70,With pitch-perfect neutrality she gave the impression of being at ease with the possibilities.,with pitch perfect neutrality she give the impression of be at ease with the possibility
71,"To her, it seemed, an afternoon of intimate pleasure with me would have weighed equally with a chaste and companionable chat.",to her it seem a afternoon of intimate pleasure with me would have weigh equally with a chaste and companionable chat
72,She was relaxed in my company and I preferred to think that sex would ruin everything.,she be relax in my company and i prefer to think that sex would ruin everything
73,We remained good chums.,we remain good chum
74,But there was something alluringly secretive or restrained about her.,but there be something alluringly secretive or restrain about her
75,"Perhaps, without knowing it, I had been in love with her for months.",perhaps without know it i have be in love with her for month
76,Without knowing it?,without know it
77,What a flimsy formulation that was!,what a flimsy formulation that be
78,"Reluctantly, we agreed to turn our backs on Adam and on each other for a while.",reluctantly we agree to turn our back on adam and on each other for a while
79,"Miranda had a seminar to attend north of the river, I had emails to write.",miranda have a seminar to attend north of the river i have email to write
80,"By the early seventies, digital communication had discarded its air of convenience and become a daily chore.",by the early seventy digital communication have discard its air of convenience and become a daily chore
81,Likewise the 250 mph trains--crowded and dirty.,likewise the mph train crowd and dirty
82,"Speech-recognition software, a fifties miracle, had long turned to drudge, with entire populations sacrificing hours each day to lonely soliloquising.",speech recognition software a fifty miracle have long turn to drudge with entire population sacrifice hour each day to lonely soliloquising
83,"Brain--machine interfacing, wild fruit of sixties optimism, could barely arouse the interest of a child.",brain machine interface wild fruit of sixty optimism can barely arouse the interest of a child
84,"What people queued the entire weekend for became, six months later, as interesting as the socks on their feet.",what people queue the entire weekend for become six month late a interest a the sock on their foot
85,"What happened to the cognition-enhancing helmets, the speaking fridges with a sense of smell?",what happen to the cognition enhance helmet the speak fridge with a sense of smell
86,"Gone the way of the mouse pad, the Filofax, the electric carving knife, the fondue set.",go the way of the mouse pad the filofax the electric carve knife the fondue set
87,The future kept arriving.,the future keep arrive
88,"Our bright new toys began to rust before we could get them home, and life went on much as before.",our bright new toy begin to rust before we can get them home and life go on much a before
89,Would Adam become a bore?,would adam become a bear
90,It is not easy to dictate while trying to ward off a bout of buyer's remorse.,it be not easy to dictate while try to ward off a bout of buyer s remorse
91,"Surely other people, other minds, must continue to fascinate us.",surely other people other mind must continue to fascinate us
92,"As artificial people became more like us, then became us, then became more than us, we could never tire of them.",a artificial people become much like us then become us then become much than us we can never tire of them
93,They were bound to surprise us.,they be bind to surprise us
94,They might fail us in ways that were beyond our imagining.,they may fail us in way that be beyond our imagine
95,"Tragedy was a possibility, but not boredom.",tragedy be a possibility but not boredom
96,What was tedious was the prospect of the user's guide.,what be tedious be the prospect of the user s guide
97,Instructions.,instruction
98,My prejudice was that any machine that could not tell you by its very functioning how it should be used was not worth its keep.,my prejudice be that any machine that can not tell you by its very function how it should be use be not worth its keep
99,"On an old-fashioned impulse, I was printing out the manual, then looking for a folder.",on a old fashion impulse i be print out the manual then look for a folder
100,"All the while, I continued to dictate emails.",all the while i continue to dictate email
101,"I could not think of myself as Adam's ""user.""",i can not think of myself a adam s user
102,I would assume there was nothing to learn about him that he could not teach me himself.,i would assume there be nothing to learn about him that he can not teach me himself
103,But the manual in my hands had fallen open at Chapter Fourteen.,but the manual in my hand have fall open at chapter fourteen
104,Here the English was plain: preferences; personality parameters.,here the english be plain preference personality parameter
105,Then a set of headings--Agreeableness.,then a set of heading agreeableness
106,Extraversion.,extraversion
107,Openness to experience.,openness to experience
108,Conscientiousness.,conscientiousness
109,Emotional stability.,emotional stability
110,The list was familiar to me.,the list be familiar to me
111,The Five Factor model.,the five factor model
112,"Educated as I was in the humanities, I was suspicious of such reductive categories, though I knew from a friend in psychology that each item had many subgroups.",educate a i be in the humanity i be suspicious of such reductive category though i know from a friend in psychology that each item have many subgroup
113,Glancing at the next page I saw that I was supposed to select various settings on a scale of one to ten.,glance at the next page i see that i be suppose to select various setting on a scale of one to ten
114,I had been expecting a friend.,i have be expect a friend
115,"I was ready to treat Adam as a guest in my home, as an unknown I would come to know.",i be ready to treat adam a a guest in my home a a unknown i would come to know
116,I would have thought he would arrive optimally adjusted.,i would have think he would arrive optimally adjust
117,Factory settings--a contemporary synonym for fate.,factory setting a contemporary synonym for fate
118,"My friends, family and acquaintances all had appeared in my life with fixed settings, with unalterable histories of genes and environment.",my friend family and acquaintance all have appear in my life with fix setting with unalterable history of gene and environment
119,I wanted my expensive new friend to do the same.,i want my expensive new friend to do the same
120,Why leave it to me?,why leave it to me
121,But of course I knew the answer.,but of course i know the answer
122,Not many of us are optimally adjusted.,not many of us be optimally adjust
123,Gentle Jesus?,gentle jesus
124,Humble Darwin?,humble darwin
125,"One every 1,800 years.",one every year
126,"Even if it knew the best, the least harmful parameters of personality, which it could not, a worldwide corporation with a precious reputation could not risk a mishap.",even if it know the well the little harmful parameter of personality which it can not a worldwide corporation with a precious reputation can not risk a mishap
127,Caveat emptor.,caveat emptor
128,God had once delivered a fully formed companion for the benefit of the original Adam.,god have once deliver a fully form companion for the benefit of the original adam
129,I had to devise one for myself.,i have to devise one for myself
130,Here was Extraversion and a graded set of childish statements.,here be extraversion and a grade set of childish statement
131,He loves to be the life and soul of the party and He knows how to entertain people and lead them.,he love to be the life and soul of the party and he know how to entertain people and lead them
132,"And at the bottom, He feels uncomfortable around other people and He prefers his own company.",and at the bottom he feel uncomfortable around other people and he prefer his own company
133,"Here in the middle was, He likes a good party but he is always happy to come home.",here in the middle be he like a good party but he be always happy to come home
134,This was me.,this be me
135,But should I be replicating myself?,but should i be replicate myself
136,If I was to choose from the middle of each scale I might devise the soul of blandness.,if i be to choose from the middle of each scale i may devise the soul of blandness
137,Extraversion appeared to include its antonym.,extraversion appear to include its antonym
138,"There was a long adjectival list with boxes to tick: outgoing, shy, excitable, talkative, withdrawn, boastful, modest, bold, energetic, moody.",there be a long adjectival list with box to tick outgoing shy excitable talkative withdraw boastful modest bold energetic moody
139,"I wanted none of them, not for him, not for myself.",i want none of them not for him not for myself
140,"Apart from my moments of crazed decisions, I passed most of my life, especially when alone, in a state of mood neutrality, with my personality, whatever that was, in suspension.",apart from my moment of craze decision i pass much of my life especially when alone in a state of mood neutrality with my personality whatever that be in suspension
141,"Not bold, not withdrawn.",not bold not withdraw
142,"Simply here, neither content nor morose, but carrying out tasks, thinking about dinner or sex, staring at the screen, taking a shower.",simply here neither content nor morose but carry out task think about dinner or sex stare at the screen take a shower
143,"Intermittent regrets about the past, occasional forebodings about the future, barely aware of the present, except in the obvious sensory realm.",intermittent regret about the past occasional foreboding about the future barely aware of the present except in the obvious sensory realm
144,"Psychology, once so interested in the trillion ways the mind goes awry, was now drawn to what it considered the common emotions, from grief to joy.",psychology once so interest in the trillion way the mind go awry be now draw to what it consider the common emotion from grief to joy
145,"But it had overlooked a vast domain of everyday existence: absent illness, famine, war or other stresses, a lot of life is lived in the neutral zone, a familiar garden, but a grey one, unremarkable, immediately forgotten, hard to describe.",but it have overlook a vast domain of everyday existence absent illness famine war or other stress a lot of life be live in the neutral zone a familiar garden but a grey one unremarkable immediately forget hard to describe
146,"At the time, I was not to know that these graded options would have little effect on Adam.",at the time i be not to know that this grade option would have little effect on adam
147,"The real determinant was what was known as ""machine learning.""",the real determinant be what be know a machine learn
148,"The user's handbook merely granted an illusion of influence and control, the kind of illusion parents have in relation to their children's personalities.",the user s handbook merely grant a illusion of influence and control the kind of illusion parent have in relation to their child s personality
149,It was a way of binding me to my purchase and providing legal protection for the manufacturer.,it be a way of bind me to my purchase and provide legal protection for the manufacturer
150,"""Take your time,"" the manual advised.",take your time the manual advise
151,"""Choose carefully.",choose carefully
152,"Allow yourself several weeks, if necessary.""",allow yourself several week if necessary
153,I let half an hour pass before I checked on him again.,i let half a hour pass before i check on him again
154,No change.,no change
155,"Still at the table, arms pushed out straight before him, eyes closed.",still at the table arm push out straight before him eye close
156,"But I thought his hair, deepest black, was bulked out a little and had acquired a certain shine, as though he would just had a shower.",but i think his hair deep black be bulk out a little and have acquire a certain shine a though he would just have a shower
157,"Stepping closer, I saw to my delight that though he was not breathing, there was, by his left breast, a regular pulse, steady and calm, about one a second by my inexperienced guess.",step close i see to my delight that though he be not breathe there be by his leave breast a regular pulse steady and calm about one a 2 by my inexperienced guess
158,How reassuring.,how reassure
159,"He had no blood to pump around, but this simulation had an effect.",he have no blood to pump around but this simulation have a effect
160,My doubts faded just a little.,my doubt fade just a little
161,"I felt protective towards Adam, even as I knew how absurd it was.",i feel protective towards adam even a i know how absurd it be
162,"I stretched out my hand and laid it over his heart and felt against my palm its calm, iambic tread.",i stretch out my hand and lay it over his heart and feel against my palm its calm iambic tread
163,I sensed I was violating his private space.,i sense i be violate his private space
164,These vital signs were easy to believe in.,this vital sign be easy to believe in
165,"The warmth of his skin, the firmness and yield of the muscle below it--my reason said plastic or some such, but my touch responded to flesh.",the warmth of his skin the firmness and yield of the muscle below it my reason say plastic or some such but my touch respond to flesh
166,"It was eerie, to be standing by this naked man, struggling between what I knew and what I felt.",it be eerie to be stand by this naked man struggle between what i know and what i feel
167,"I walked behind him, partly to be out of range of eyes that could open at any moment and find me looming over him.",i walk behind him partly to be out of range of eye that can open at any moment and find me loom over him
168,He was muscular around his neck and spine.,he be muscular around his neck and spine
169,Dark hair grew along the line of his shoulders.,dark hair grow along the line of his shoulder
170,His buttocks displayed muscular concavities.,his buttock display muscular concavity
171,"Below them, an athlete's knotted calves.",below them a athlete s knot calve
172,I had not wanted a superman.,i have not want a superman
173,I regretted once more that I would been too late for an Eve.,i regret once much that i would be too late for a eve
174,"On my way out of the room I paused to look back and experienced one of those moments that can derange the emotional life: a startling realisation of the obvious, an absurd leap of understanding into what one already knows.",on my way out of the room i pause to look back and experience one of that moment that can derange the emotional life a startle realisation of the obvious a absurd leap of understand into what one already know
175,I stood with one hand resting on the doorknob.,i stand with one hand rest on the doorknob
176,"It must have been Adam's nakedness and physical presence that prompted the insight, but I was not looking at him.",it must have be adam s nakedness and physical presence that prompt the insight but i be not look at him
177,It was the butter dish.,it be the butter dish
178,"Also, two plates and cups, two knives and two spoons scattered across the table.",also two plate and cup two knife and two spoon scatter across the table
179,The remains of my long afternoon with Miranda.,the remain of my long afternoon with miranda
180,"Two wooden chairs were pushed back from the table, turned companionably towards each other.",two wooden chair be push back from the table turn companionably towards each other
181,We had become closer this past month.,we have become close this past month
182,We talked easily.,we talk easily
183,I saw how precious she was to me and how carelessly I could lose her.,i see how precious she be to me and how carelessly i can lose her
184,I should have said something by now.,i should have say something by now
185,I would taken her for granted.,i would take her for grant
186,"Some unfortunate event, some person, a fellow student, could get between us.",some unfortunate event some person a fellow student can get between us
187,"Her face, her voice, her manner, both reticent and clear-headed, were sharply present.",her face her voice her manner both reticent and clear head be sharply present
188,"The feel of her hand in mine, that lost, preoccupied manner she had.",the feel of her hand in mine that lose preoccupy manner she have
189,"Yes, we had become very close and I would have failed to notice it was happening.",yes we have become very close and i would have fail to notice it be happen
190,I was an idiot.,i be a idiot
191,I had to tell her.,i have to tell her
192,"I went back into my office, which doubled as my bedroom.",i go back into my office which double a my bedroom
193,Between the desk and the bed there was enough space in which to walk up and down.,between the desk and the bed there be enough space in which to walk up and down
194,That she knew nothing about my feelings was now an anxious matter.,that she know nothing about my feeling be now a anxious matt
195,"Describing them would be embarrassing, perilous.",describe them would be embarrass perilous
196,"She was a neighbour, a friend, a kind of sister.",she be a neighbour a friend a kind of sister
197,I would be addressing a person I did not yet know.,i would be address a person i do not yet know
198,"She would be obliged to step out from behind a screen, or remove a mask and speak to me in terms I had never heard from her.",she would be oblige to step out from behind a screen or remove a mask and speak to me in term i have never hear from her
199,I am so sorry...,i be so sorry
200,"I like you very much but, you see ...",i like you very much but you see
201,Or she would be horrified.,or she would be horrify
202,"Or, just possibly, overjoyed to hear the one thing she had longed for, or to say to herself but dreaded rejection.",or just possibly overjoyed to hear the one thing she have long for or to say to herself but dread rejection
203,"By chance, we were currently both free.",by chance we be currently both free
204,"She must have thought about it, about us.",she must have think about it about us
205,It was not an impossible fantasy.,it be not a impossible fantasy
206,I would have to tell her face to face.,i would have to tell her face to face
207,Unbearable.,unbearable
208,Unavoidable.,unavoidable
209,"And so it went on, in tightening cycles.",and so it go on in tighten cycle
210,"Restless, I went back next door.",restless i go back next door
211,"I saw no change in Adam as I brushed past to get to the fridge, where there was a half-full bottle of white Bordeaux.",i see no change in adam a i brush past to get to the fridge where there be a half full bottle of white bordeaux
212,I sat facing him and raised my glass.,i sit face him and raise my glass
213,To love.,to love
214,"This time, I felt less tenderness.",this time i feel little tenderness
215,"I saw Adam for what it was, an inanimate confection whose heartbeat was a regular electrical discharge, whose skin warmth was mere chemistry.",i see adam for what it be a inanimate confection whose heartbeat be a regular electrical discharge whose skin warmth be mere chemistry
216,"When activated, some kind of microscopic balance-wheel device would prise open his eyes.",when activate some kind of microscopic balance wheel device would prise open his eye
217,"He would seem to see me, but he would be blind.",he would seem to see me but he would be blind
218,Not even blind.,not even blind
219,"When it kicked in, another system would give a semblance of breath, but not of life.",when it kick in another system would give a semblance of breath but not of life
220,A man newly in love knows what life is.,a man newly in love know what life be
221,"With the inheritance, I could have bought a place somewhere north of the river, Notting Hill, or Chelsea.",with the inheritance i can have buy a place somewhere north of the river notting hill or chelsea
222,She might even have joined me.,she may even have join me
223,She would have had space for all the books that were boxed up in her father's garage in Salisbury.,she would have have space for all the book that be box up in her father s garage in salisbury
224,"I saw a future without Adam, the future that was mine until yesterday: an urban garden, high ceilings with plaster mouldings, stainless-steel kitchen, old friends to dinner.",i see a future without adam the future that be mine until yesterday a urban garden high ceiling with plaster moulding stainless steel kitchen old friend to dinner
225,Books everywhere.,book everywhere
226,What to do?,what to do
227,"I could take him, or it, back, or sell it online and take a small loss.",i can take him or it back or sell it online and take a small loss
228,I gave it a hostile look.,i give it a hostile look
229,"The hands were palms down on the table, the hawkish face remained angled towards the hands.",the hand be palm down on the table the hawkish face remain angle towards the hand
230,My foolish infatuation with technology!,my foolish infatuation with technology
231,Another fondue set.,another fondue set
232,Best to get away from the table before I impoverished myself with a single swipe of my father's old claw hammer.,well to get away from the table before i impoverish myself with a single swipe of my father s old claw hammer
233,"I drank no more than half a glass, then I returned to the bedroom to distract myself with the Asian currency markets.",i drink no much than half a glass then i return to the bedroom to distract myself with the asian currency market
234,All the while I listened out for footsteps in the flat above me.,all the while i listen out for footstep in the flat above me
235,"Late into the evening, I watched TV to catch up on the Task Force that would soon set off across 8,000 miles of ocean to recapture what we then called the Falkland Islands.",late into the even i watch tv to catch up on the task force that would soon set off across mile of ocean to recapture what we then call the falkland island
236,"At thirty-two, I was completely broke.",at thirty two i be completely break
237,Wasting my mother's inheritance on a gimmick was only one part of my problem--but typical of it.,waste my mother s inheritance on a gimmick be only one part of my problem but typical of it
238,"Whenever money came my way, I caused it to disappear, made a magic bonfire of it, stuffed it into a top hat and pulled out a turkey.",whenever money come my way i cause it to disappear make a magic bonfire of it stuff it into a top hat and pull out a turkey
239,"Often, though not in this recent case, my intention was to conjure a far larger sum with minimal effort.",often though not in this recent case my intention be to conjure a far large sum with minimal effort
240,"I was a mug for schemes, semilegal ruses, cunning shortcuts.",i be a mug for scheme semilegal ruse cunning shortcut
241,I was for grand and brilliant gestures.,i be for grand and brilliant gesture
242,Others made them and flourished.,other make them and flourish
243,"They borrowed money, put it to interesting use and remained enriched even as they settled their debts.",they borrow money put it to interest use and remain enrich even a they settle their debt
244,"Or they had jobs, professions, as I once had, and enriched themselves more modestly, at a steady rate.",or they have job profession a i once have and enrich themselves much modestly at a steady rate
245,"I meanwhile leveraged or, rather, shorted myself into genteel ruin, into two damp ground-floor rooms in the dull no-man's land of Edwardian terraced streets between Stockwell and Clapham, south London.",i meanwhile leverage or rather short myself into genteel ruin into two damp grind floor room in the dull no man s land of edwardian terrace street between stockwell and clapham south london
246,"I grew up in a village near Stratford, Warwickshire, the only child of a musician father and community-nurse mother.",i grow up in a village near stratford warwickshire the only child of a musician father and community nurse mother
247,"Compared to Miranda's, my childhood was culturally undernourished.",compare to miranda s my childhood be culturally undernourish
248,"There was no time or space for books, or even music.",there be no time or space for book or even music
249,"I took a precocious interest in electronics but ended up with an anthropology degree from an unregarded college in the south Midlands; I did a conversion course to law and, once qualified, specialised in tax.",i take a precocious interest in electronic but end up with a anthropology degree from a unregarded college in the south midlands i do a conversion course to law and once qualify specialise in tax
250,"A week after my twenty-ninth birthday I was struck off, and came close to a short spell in prison.",a week after my twenty 9 birthday i be strike off and come close to a short spell in prison
251,My hundred hours of community service convinced me that I should never have a regular job again.,my hundred hour of community service convince me that i should never have a regular job again
252,I made some money out of a book I wrote at high speed on artificial intelligence: lost to a life-extension-pill scheme.,i make some money out of a book i write at high speed on artificial intelligence lose to a life extension pill scheme
253,I made a reasonable sum on a property deal: lost to a car-rental scheme.,i make a reasonable sum on a property deal lose to a car rental scheme
254,I was left some funds by a favourite uncle who had prosWhispered by way of a heat-pump patent: lost to a medical-insurance scheme.,i be leave some fund by a favourite uncle who have proswhispered by way of a heat pump patent lose to a medical insurance scheme
255,"At thirty-two, I was surviving by playing the stock and currency markets online.",at thirty two i be survive by play the stock and currency market online
256,"A scheme, just like the rest.",a scheme just like the rest
257,"For seven hours a day I bowed before my keyboard, buying, selling, hesitating, punching the air one moment, cursing the next, at least at the beginning.",for seven hour a day i bow before my keyboard buy sell hesitate punch the air one moment curse the next at little at the begin
258,"I read market reports, but I believed I was dealing in a random system and mostly relied on guesses.",i read market report but i believe i be deal in a random system and mostly rely on guess
259,"Sometimes I leaped ahead, sometimes I plunged, but on average through the year I made about as much as the postman.",sometimes i leap ahead sometimes i plunge but on average through the year i make about a much a the postman
260,"I paid my rent, which was low in those days, ate and dressed well enough and thought I was beginning to stabilise, learning to know myself.",i pay my rend which be low in that day eat and dress good enough and think i be begin to stabilise learn to know myself
261,I was determined that my thirties would be a superior performance to my twenties.,i be determine that my thirty would be a superior performance to my twenty
262,But my parents' pleasant family home was sold just as the first convincing artificial person came on the market.,but my parent pleasant family home be sell just a the ﻿1 convince artificial person come on the market
263,1982.,
264,"Robots, androids, replicates were my passion, even more so after my research for the book.",robot android replicate be my passion even much so after my research for the book
265,"Prices were bound to fall, but I had to have one straight away, an Eve by preference, but an Adam would do.",price be bind to fall but i have to have one straight away a eve by preference but a adam would do
266,It could have turned out differently.,it can have turn out differently
267,"My previous girlfriend, Claire, was a sensible person who trained to be a dental nurse.",my previous girlfriend claire be a sensible person who train to be a dental nurse
